title,rating,genre,director,star,score
Better Watch Out,R,Comedy,Chris Peckover,Olivia DeJonge,6.5
Florence Foster Jenkins,PG-13,Biography,Stephen Frears,Meryl Streep,6.8
Batman: The Killing Joke,R,Animation,Sam Liu,Kevin Conroy,6.4
The Untamed,Not Rated,Drama,Amat Escalante,Ruth Ramos,6.1
A Hologram for the King,R,Comedy,Tom Tykwer,Tom Hanks,6.1
Ouija: Origin of Evil,PG-13,Drama,Mike Flanagan,Elizabeth Reaser,6.1
All I See Is You,R,Drama,Marc Forster,Blake Lively,5.4
The Forest,PG-13,Horror,Jason Zada,Natalie Dormer,4.8
Money Monster,R,Crime,Jodie Foster,George Clooney,6.5
Monster Trucks,PG,Animation,Chris Wedge,Lucas Till,5.7
The Hollars,PG-13,Comedy,John Krasinski,Sharlto Copley,6.6
Fifty Shades of Black,R,Comedy,Michael Tiddes,Marlon Wayans,3.5
Toni Erdmann,R,Comedy,Maren Ade,Sandra Hüller,7.4
Their Finest,R,Comedy,Lone Scherfig,Gemma Arterton,6.8
My Big Fat Greek Wedding 2,PG-13,Comedy,Kirk Jones,Nia Vardalos,6.0
Billy Lynn's Long Halftime Walk,R,Action,Ang Lee,Joe Alwyn,6.2
Personal Shopper,R,Drama,Olivier Assayas,Kristen Stewart,6.1
Our Kind of Traitor,R,Crime,Susanna White,Carlos Acosta,6.2
Love & Friendship,PG,Comedy,Whit Stillman,Kate Beckinsale,6.4
Bleed for This,R,Biography,Ben Younger,Miles Teller,6.8
Whiskey Tango Foxtrot,R,Biography,Glenn Ficarra,Tina Fey,6.6
Loving,PG-13,Biography,Jeff Nichols,Ruth Negga,7.0
"I, Daniel Blake",R,Drama,Ken Loach,Dave Johns,7.9
Sanam Teri Kasam,Not Rated,Drama,Radhika Rao,Harshvardhan Rane,7.5
Pet,R,Horror,Carles Torrens,Dominic Monaghan,5.7
Kingsglaive: Final Fantasy XV,PG-13,Animation,Takeshi Nozue,Aaron Paul,6.8
Mr. Church,PG-13,Comedy,Bruce Beresford,Eddie Murphy,7.7
Hands of Stone,R,Biography,Jonathan Jakubowicz,Edgar Ramírez,6.6
Ae Dil Hai Mushkil,Not Rated,Drama,Karan Johar,Ranbir Kapoor,5.8
Denial,PG-13,Biography,Mick Jackson,Rachel Weisz,6.7
Carrie Pilby,Not Rated,Comedy,Susan Johnson,Bel Powley,6.7
Ride Along 2,PG-13,Action,Tim Story,Ice Cube,5.9
Pink,Not Rated,Crime,Aniruddha Roy Chowdhury,Taapsee Pannu,8.1
Under the Shadow,PG-13,Drama,Babak Anvari,Narges Rashidi,6.9
Rock Dog,PG,Animation,Ash Brannon,Luke Wilson,6.0
Race,PG-13,Biography,Stephen Hopkins,Stephan James,7.1
A United Kingdom,PG-13,Biography,Amma Asante,David Oyelowo,6.9
Julieta,R,Drama,Pedro Almodóvar,Emma Suárez,7.1
American Pastoral,R,Crime,Ewan McGregor,Ewan McGregor,6.1
Buster's Mal Heart,Unrated,Crime,Sarah Adina Smith,Rami Malek,6.2
Complete Unknown,R,Drama,Joshua Marston,Erin Darke,5.4
This Beautiful Fantastic,PG,Comedy,Simon Aboud,Jessica Brown Findlay,6.9
Incarnate,PG-13,Horror,Brad Peyton,Aaron Eckhart,5.3
The Innocents,PG-13,Drama,Anne Fontaine,Lou de Laâge,7.3
Thor: Ragnarok,PG-13,Action,Taika Waititi,Chris Hemsworth,7.9
Darkest Hour,PG-13,Biography,Joe Wright,Gary Oldman,7.4
The Hitman's Bodyguard,R,Action,Patrick Hughes,Ryan Reynolds,6.9
It,R,Horror,Andy Muschietti,Bill Skarsgård,7.3
Spider-Man: Homecoming,PG-13,Action,Jon Watts,Tom Holland,7.4
Blade Runner 2049,R,Action,Denis Villeneuve,Harrison Ford,8.0
Guardians of the Galaxy Vol. 2,PG-13,Action,James Gunn,Chris Pratt,7.6
The Greatest Showman,PG,Biography,Michael Gracey,Hugh Jackman,7.6
Jumanji: Welcome to the Jungle,PG-13,Action,Jake Kasdan,Dwayne Johnson,6.9
Baywatch,R,Action,Seth Gordon,Dwayne Johnson,5.5
Call Me by Your Name,R,Drama,Luca Guadagnino,Armie Hammer,7.9
Home Again,PG-13,Comedy,Hallie Meyers-Shyer,Reese Witherspoon,5.8
The Fate of the Furious,PG-13,Action,F. Gary Gray,Vin Diesel,6.6
Get Out,R,Horror,Jordan Peele,Daniel Kaluuya,7.7
Dunkirk,PG-13,Action,Christopher Nolan,Fionn Whitehead,7.8
Coco,PG,Animation,Lee Unkrich,Anthony Gonzalez,8.4
Baby Driver,R,Action,Edgar Wright,Ansel Elgort,7.6
The Boss Baby,PG,Animation,Tom McGrath,Alec Baldwin,6.3
Logan,R,Action,James Mangold,Hugh Jackman,8.1
Wonder Woman,PG-13,Action,Patty Jenkins,Gal Gadot,7.4
Alien: Covenant,R,Horror,Ridley Scott,Michael Fassbender,6.4
John Wick: Chapter 2,R,Action,Chad Stahelski,Keanu Reeves,7.5
Wonder,PG,Drama,Stephen Chbosky,Jacob Tremblay,8.0
Justice League,PG-13,Action,Zack Snyder,Ben Affleck,6.1
Mother!,R,Drama,Darren Aronofsky,Jennifer Lawrence,6.6
Pirates of the Caribbean: Dead Men Tell No Tales,PG-13,Action,Joachim Rønning,Johnny Depp,6.5
The Shape of Water,R,Adventure,Guillermo del Toro,Sally Hawkins,7.3
Disobedience,R,Drama,Sebastián Lelio,Rachel Weisz,6.6
Kong: Skull Island,PG-13,Action,Jordan Vogt-Roberts,Tom Hiddleston,6.6
Kingsman: The Golden Circle,R,Action,Matthew Vaughn,Taron Egerton,6.7
"Three Billboards Outside Ebbing, Missouri",R,Comedy,Martin McDonagh,Frances McDormand,8.1
Star Wars: Episode VIII - The Last Jedi,PG-13,Action,Rian Johnson,Daisy Ridley,7.0
Beast,R,Crime,Michael Pearce,Jessie Buckley,6.8
"I, Tonya",R,Biography,Craig Gillespie,Margot Robbie,7.5
Atomic Blonde,R,Action,David Leitch,Charlize Theron,6.7
Wind River,R,Crime,Taylor Sheridan,Elizabeth Olsen,7.7
Murder on the Orient Express,PG-13,Crime,Kenneth Branagh,Kenneth Branagh,6.5
King Arthur: Legend of the Sword,PG-13,Action,Guy Ritchie,Charlie Hunnam,6.7
Lady Bird,R,Comedy,Greta Gerwig,Saoirse Ronan,7.4
The Killing of a Sacred Deer,R,Drama,Yorgos Lanthimos,Barry G. Bernson,7.0
Logan Lucky,PG-13,Comedy,Steven Soderbergh,Channing Tatum,7.0
Fifty Shades Darker,R,Drama,James Foley,Dakota Johnson,4.6
Happy Death Day,PG-13,Comedy,Christopher Landon,Jessica Rothe,6.6
Transformers: The Last Knight,PG-13,Action,Michael Bay,Mark Wahlberg,5.2
Good Time,R,Crime,Benny Safdie,Robert Pattinson,7.4
Hampstead,PG-13,Comedy,Joel Hopkins,Lesley Manville,6.0
Molly's Game,R,Biography,Aaron Sorkin,Jessica Chastain,7.4
Hostiles,R,Drama,Scott Cooper,Scott Shepherd,7.2
Valerian and the City of a Thousand Planets,PG-13,Action,Luc Besson,Dane DeHaan,6.5
The Dark Tower,PG-13,Action,Nikolaj Arcel,Idris Elba,5.6
Pitch Perfect 3,PG-13,Comedy,Trish Sie,Anna Kendrick,5.8
American Assassin,R,Action,Michael Cuesta,Dylan O'Brien,6.2
You Were Never Really Here,R,Crime,Lynne Ramsay,Joaquin Phoenix,6.8
The Florida Project,R,Drama,Sean Baker,Brooklynn Prince,7.6
The Death of Stalin,R,Comedy,Armando Iannucci,Steve Buscemi,7.2
Gifted,PG-13,Drama,Marc Webb,Chris Evans,7.6
Phantom Thread,R,Drama,Paul Thomas Anderson,Vicky Krieps,7.5
The Upside,PG-13,Comedy,Neil Burger,Kevin Hart,7.0
Berlin Syndrome,R,Drama,Cate Shortland,Teresa Palmer,6.3
Annabelle: Creation,R,Horror,David F. Sandberg,Anthony LaPaglia,6.5
American Made,R,Action,Doug Liman,Tom Cruise,7.2
War for the Planet of the Apes,PG-13,Action,Matt Reeves,Andy Serkis,7.4
Geostorm,PG-13,Action,Dean Devlin,Gerard Butler,5.3
The Circle,PG-13,Drama,James Ponsoldt,Emma Watson,5.3
Cars 3,G,Animation,Brian Fee,Owen Wilson,6.7
Rough Night,R,Comedy,Lucia Aniello,Scarlett Johansson,5.2
xXx: Return of Xander Cage,PG-13,Action,D.J. Caruso,Vin Diesel,5.2
CHIPS,R,Action,Dax Shepard,Michael Peña,6.0
Ferdinand,PG,Animation,Carlos Saldanha,John Cena,6.7
Only the Brave,PG-13,Action,Joseph Kosinski,Josh Brolin,7.6
The Beguiled,R,Drama,Sofia Coppola,Nicole Kidman,6.3
The Glass Castle,PG-13,Biography,Destin Daniel Cretton,Brie Larson,7.1
The Lego Batman Movie,PG,Animation,Chris McKay,Will Arnett,7.3
Papillon,R,Adventure,Michael Noer,Charlie Hunnam,7.2
The Big Sick,R,Comedy,Michael Showalter,Kumail Nanjiani,7.5
Thoroughbreds,R,Comedy,Cory Finley,Olivia Cooke,6.7
The Foreigner,R,Action,Martin Campbell,Katie Leung,7.0
Jigsaw,R,Crime,Michael Spierig,Matt Passmore,5.8
The Snowman,R,Crime,Tomas Alfredson,Michael Fassbender,5.1
The Disaster Artist,R,Biography,James Franco,James Franco,7.4
47 Meters Down,PG-13,Adventure,Johannes Roberts,Mandy Moore,5.7
The Post,PG-13,Drama,Steven Spielberg,Meryl Streep,7.2
"Everything, Everything",PG-13,Drama,Stella Meghie,Amandla Stenberg,6.4
A Ghost Story,R,Drama,David Lowery,Casey Affleck,6.9
Sweet Virginia,R,Action,Jamie M. Dagg,Jon Bernthal,6.2
Power Rangers,PG-13,Action,Dean Israelite,Dacre Montgomery,5.9
Lucky,Not Rated,Comedy,John Carroll Lynch,Harry Dean Stanton,7.4
All the Money in the World,R,Biography,Ridley Scott,Michelle Williams,6.8
Suburbicon,R,Comedy,George Clooney,Matt Damon,5.7
The Wife,R,Drama,Björn Runge,Glenn Close,7.2
It Comes at Night,R,Horror,Trey Edward Shults,Joel Edgerton,6.2
Despicable Me 3,PG,Animation,Kyle Balda,Steve Carell,6.3
Going in Style,PG-13,Comedy,Zach Braff,Michael Caine,6.6
Downsizing,R,Drama,Alexander Payne,Matt Damon,5.7
Before I Fall,PG-13,Drama,Ry Russo-Young,Zoey Deutch,6.5
Wonder Wheel,PG-13,Drama,Woody Allen,Justin Timberlake,6.2
The Emoji Movie,PG,Animation,Tony Leondis,T.J. Miller,3.3
Ingrid Goes West,R,Comedy,Matt Spicer,Aubrey Plaza,6.6
Paddington 2,PG,Animation,Paul King,Ben Whishaw,7.8
Girls Trip,R,Adventure,Malcolm D. Lee,Regina Hall,6.2
Loving Vincent,PG-13,Animation,Dorota Kobiela,Douglas Booth,7.8
The Space Between Us,PG-13,Drama,Peter Chelsom,Gary Oldman,6.4
Double Lover,Not Rated,Drama,François Ozon,Marine Vacth,6.2
The Mountain Between Us,PG-13,Action,Hany Abu-Assad,Kate Winslet,6.4
T2 Trainspotting,R,Drama,Danny Boyle,Ewan McGregor,7.2
The Square,R,Comedy,Ruben Östlund,Claes Bang,7.2
The Hero,R,Drama,Brett Haley,Sam Elliott,6.5
Battle of the Sexes,PG-13,Biography,Jonathan Dayton,Emma Stone,6.7
God's Own Country,Not Rated,Drama,Francis Lee,Josh O'Connor,7.7
The Book of Henry,PG-13,Crime,Colin Trevorrow,Naomi Watts,6.6
Borg vs. McEnroe,R,Biography,Janus Metz,Sverrir Gudnason,6.9
Daddy's Home 2,PG-13,Comedy,Sean Anders,Will Ferrell,6.0
Mark Felt: The Man Who Brought Down the White House,PG-13,Biography,Peter Landesman,Liam Neeson,6.4
A Dog's Purpose,PG,Adventure,Lasse Hallström,Josh Gad,7.2
Columbus,Not Rated,Drama,Kogonada,John Cho,7.2
The Little Hours,R,Comedy,Jeff Baena,Alison Brie,5.8
The Shack,PG-13,Drama,Stuart Hazeldine,Sam Worthington,6.3
Thelma,Not Rated,Drama,Joachim Trier,Eili Harboe,7.0
Rings,PG-13,Drama,F. Javier Gutiérrez,Matilda Anna Ingrid Lutz,4.5
I Do... Until I Don't,R,Comedy,Lake Bell,Lake Bell,4.1
Professor Marston & the Wonder Women,R,Biography,Angela Robinson,Luke Evans,7.1
The Rider,R,Drama,Chloé Zhao,Brady Jandreau,7.5
First Reformed,R,Drama,Paul Schrader,Ethan Hawke,7.1
The Lego Ninjago Movie,PG,Animation,Charlie Bean,Jackie Chan,6.0
My Friend Dahmer,R,Biography,Marc Meyers,Ross Lynch,6.2
The House,R,Comedy,Andrew Jay Cohen,Will Ferrell,5.6
Marrowbone,R,Drama,Sergio G. Sánchez,George MacKay,6.7
The Zookeeper's Wife,PG-13,Biography,Niki Caro,Jessica Chastain,7.0
Flower,R,Comedy,Max Winkler,Zoey Deutch,6.0
Song to Song,R,Drama,Terrence Malick,Ryan Gosling,5.7
Detroit,R,Crime,Kathryn Bigelow,John Boyega,7.3
Last Flag Flying,R,Comedy,Richard Linklater,Bryan Cranston,6.9
Megan Leavey,PG-13,Biography,Gabriela Cowperthwaite,Kate Mara,7.1
All Eyez on Me,R,Biography,Benny Boom,Demetrius Shipp Jr.,5.9
Sleepless,R,Action,Baran bo Odar,Jamie Foxx,5.6
The Captain,,Drama,Robert Schwentke,Max Hubacher,7.4
The Captain,,Action,Andrew Lau,Hanyu Zhang,6.2
Tulip Fever,R,Drama,Justin Chadwick,Alicia Vikander,6.2
My Cousin Rachel,PG-13,Drama,Roger Michell,Rachel Weisz,6.0
Baahubali 2: The Conclusion,Not Rated,Action,S.S. Rajamouli,Prabhas,8.2
Breathe,PG-13,Biography,Andy Serkis,Andrew Garfield,7.2
The Only Living Boy in New York,R,Drama,Marc Webb,Callum Turner,6.3
A Taxi Driver,Not Rated,Action,Hun Jang,Kang-ho Song,7.9
Brad's Status,R,Comedy,Mike White,Ben Stiller,6.5
American Satan,R,Drama,Ash Avildsen,Andy Biersack,5.7
Smurfs: The Lost Village,PG,Animation,Kelly Asbury,Demi Lovato,6.0
Wonderstruck,PG,Adventure,Todd Haynes,Oakes Fegley,6.2
In the Fade,R,Crime,Fatih Akin,Numan Acar,7.1
Snatched,R,Action,Jonathan Levine,Amy Schumer,4.5
"Roman J. Israel, Esq.",PG-13,Crime,Dan Gilroy,Denzel Washington,6.5
Victoria & Abdul,PG-13,Biography,Stephen Frears,Judi Dench,6.8
Fist Fight,R,Comedy,Richie Keen,Ice Cube,5.6
The Wall,R,Action,Doug Liman,Aaron Taylor-Johnson,6.2
How to Be a Latin Lover,PG-13,Comedy,Ken Marino,Eugenio Derbez,6.0
The Leisure Seeker,R,Adventure,Paolo Virzì,Helen Mirren,6.7
Same Kind of Different as Me,PG-13,Biography,Michael Carney,Greg Kinnear,6.6
Goodbye Christopher Robin,PG,Biography,Simon Curtis,Domhnall Gleeson,7.1
Table 19,PG-13,Comedy,Jeffrey Blitz,Anna Kendrick,5.8
Father Figures,R,Comedy,Lawrence Sher,Owen Wilson,5.5
Kidnap,R,Action,Luis Prieto,Halle Berry,5.9
Diary of a Wimpy Kid: The Long Haul,PG,Animation,David Bowers,Jason Drucker,4.3
Ghost Stories,Not Rated,Drama,Jeremy Dyson,Samuel Bottomley,6.4
Churchill,PG,Biography,Jonathan Teplitzky,Brian Cox,6.1
Beach Rats,R,Drama,Eliza Hittman,Harris Dickinson,6.4
The Bookshop,PG,Drama,Isabel Coixet,Emily Mortimer,6.5
Mary Shelley,PG-13,Biography,Haifaa Al-Mansour,Elle Fanning,6.5
A Bad Moms Christmas,R,Comedy,Jon Lucas,Mila Kunis,5.6
Loveless,R,Drama,Andrey Zvyagintsev,Maryana Spivak,7.6
Captain Underpants: The First Epic Movie,PG,Animation,David Soren,Kevin Hart,6.2
Beatriz at Dinner,R,Comedy,Miguel Arteta,Salma Hayek,6.0
Wish Upon,PG-13,Drama,John R. Leonetti,Joey King,5.0
Super Dark Times,Not Rated,Crime,Kevin Phillips,Owen Campbell,6.6
Blade of the Immortal,R,Action,Takashi Miike,Takuya Kimura,6.8
Journey's End,R,Drama,Saul Dibb,Paul Bettany,6.7
Marshall,PG-13,Biography,Reginald Hudlin,Chadwick Boseman,7.3
BPM (Beats Per Minute),Not Rated,Drama,Robin Campillo,Nahuel Pérez Biscayart,7.4
Lean on Pete,R,Adventure,Andrew Haigh,Charlie Plummer,7.2
Memoir of a Murderer,Not Rated,Action,Shin-yeon Won,Sol Kyung-gu,7.2
Take Me,TV-MA,Comedy,Pat Healy,Pat Healy,6.1
On Chesil Beach,R,Drama,Dominic Cooke,Billy Howle,6.3
Breath,TV-MA,Adventure,Simon Baker,Samson Coulter,6.7
The Villainess,Not Rated,Action,Byung-gil Jung,Kim Ok-bin,6.7
How to Talk to Girls at Parties,R,Comedy,John Cameron Mitchell,Elle Fanning,5.7
Amityville: The Awakening,PG-13,Horror,Franck Khalfoun,Jennifer Jason Leigh,4.8
The Resurrection of Gavin Stone,PG,Comedy,Dallas Jenkins,Brett Dalton,6.3
The Bye Bye Man,PG-13,Drama,Stacy Title,Douglas Smith,4.2
Along With the Gods: The Two Worlds,Not Rated,Action,Yong-hwa Kim,Ha Jung-woo,7.3
A Quiet Place,PG-13,Drama,John Krasinski,Emily Blunt,7.5
Avengers: Infinity War,PG-13,Action,Anthony Russo,Robert Downey Jr.,8.4
Deadpool 2,R,Action,David Leitch,Ryan Reynolds,7.7
Bohemian Rhapsody,PG-13,Biography,Bryan Singer,Rami Malek,7.9
Black Panther,PG-13,Action,Ryan Coogler,Chadwick Boseman,7.3
Hereditary,R,Drama,Ari Aster,Toni Collette,7.3
A Simple Favor,R,Comedy,Paul Feig,Anna Kendrick,6.8
Aquaman,PG-13,Action,James Wan,Jason Momoa,6.9
Ready Player One,PG-13,Action,Steven Spielberg,Tye Sheridan,7.4
Spider-Man: Into the Spider-Verse,PG,Animation,Bob Persichetti,Shameik Moore,8.4
Mission: Impossible - Fallout,PG-13,Action,Christopher McQuarrie,Tom Cruise,7.7
Green Book,PG-13,Biography,Peter Farrelly,Viggo Mortensen,8.2
Crazy Rich Asians,PG-13,Comedy,Jon M. Chu,Constance Wu,6.9
Ant-Man and the Wasp,PG-13,Action,Peyton Reed,Paul Rudd,7.0
BlacKkKlansman,R,Biography,Spike Lee,John David Washington,7.5
The Predator,R,Action,Shane Black,Boyd Holbrook,5.3
White Boy Rick,R,Crime,Yann Demange,Matthew McConaughey,6.5
Solo: A Star Wars Story,PG-13,Action,Ron Howard,Alden Ehrenreich,6.9
Midnight Sun,PG-13,Drama,Scott Speer,Bella Thorne,6.6
Under the Silver Lake,R,Crime,David Robert Mitchell,Andrew Garfield,6.5
Den of Thieves,R,Action,Christian Gudegast,Gerard Butler,7.0
Annihilation,R,Adventure,Alex Garland,Natalie Portman,6.8
Red Sparrow,R,Action,Francis Lawrence,Jennifer Lawrence,6.6
A Star Is Born,R,Drama,Bradley Cooper,Lady Gaga,7.6
Mamma Mia! Here We Go Again,PG-13,Comedy,Ol Parker,Lily James,6.6
Death Wish,R,Action,Eli Roth,Bruce Willis,6.3
Instant Family,PG-13,Comedy,Sean Anders,Mark Wahlberg,7.3
Jurassic World: Fallen Kingdom,PG-13,Action,J.A. Bayona,Chris Pratt,6.2
Eighth Grade,R,Comedy,Bo Burnham,Elsie Fisher,7.4
Ocean's Eight,PG-13,Action,Gary Ross,Sandra Bullock,6.3
Suspiria,R,Fantasy,Luca Guadagnino,Chloë Grace Moretz,6.7
The Favourite,R,Biography,Yorgos Lanthimos,Olivia Colman,7.5
The Meg,PG-13,Action,Jon Turteltaub,Jason Statham,5.6
Mandy,Not Rated,Horror,Panos Cosmatos,Nicolas Cage,6.5
Sicario: Day of the Soldado,R,Action,Stefano Sollima,Benicio Del Toro,7.1
Fifty Shades Freed,R,Drama,James Foley,Dakota Johnson,4.5
Incredibles 2,PG,Animation,Brad Bird,Craig T. Nelson,7.6
The First Purge,R,Action,Gerard McMurray,Y'lan Noel,5.2
The House That Jack Built,R,Crime,Lars von Trier,Matt Dillon,6.8
Ophelia,PG-13,Drama,Claire McCarthy,Daisy Ridley,6.6
The Nun,R,Horror,Corin Hardy,Demián Bichir,5.3
Charlie Says,R,Biography,Mary Harron,Hannah Murray,5.9
The Equalizer 2,R,Action,Antoine Fuqua,Denzel Washington,6.7
Climax,R,Drama,Gaspar Noé,Sofia Boutella,7.0
The Commuter,PG-13,Action,Jaume Collet-Serra,Liam Neeson,6.3
Game Night,R,Action,John Francis Daley,Jason Bateman,6.9
Red Joan,R,Biography,Trevor Nunn,Judi Dench,6.4
Tag,R,Action,Jeff Tomsic,Jeremy Renner,6.5
The Hate U Give,PG-13,Crime,George Tillman Jr.,Amandla Stenberg,7.5
Bad Times at the El Royale,R,Crime,Drew Goddard,Jeff Bridges,7.1
Isle of Dogs,PG-13,Animation,Wes Anderson,Bryan Cranston,7.9
Fantastic Beasts: The Crimes of Grindelwald,PG-13,Adventure,David Yates,Eddie Redmayne,6.5
Hunter Killer,R,Action,Donovan Marsh,Gerard Butler,6.6
The Mule,R,Crime,Clint Eastwood,Clint Eastwood,7.0
The Clovehitch Killer,Unrated,Crime,Duncan Skiles,Dylan McDermott,6.6
Beautiful Boy,R,Biography,Felix van Groeningen,Steve Carell,7.3
Capharnaüm,R,Drama,Nadine Labaki,Zain Al Rafeea,8.4
Adrift,PG-13,Action,Baltasar Kormákur,Shailene Woodley,6.6
"Love, Simon",PG-13,Comedy,Greg Berlanti,Nick Robinson,7.6
Mary Poppins Returns,PG,Comedy,Rob Marshall,Emily Blunt,6.7
Leave No Trace,PG,Adventure,Debra Granik,Thomasin McKenzie,7.2
Bumblebee,PG-13,Action,Travis Knight,Hailee Steinfeld,6.7
Vice,R,Biography,Adam McKay,Christian Bale,7.2
Hotel Transylvania 3: Summer Vacation,PG,Animation,Genndy Tartakovsky,Adam Sandler,6.3
Mile 22,R,Action,Peter Berg,Mark Wahlberg,6.1
Peter Rabbit,PG,Animation,Will Gluck,James Corden,6.6
12 Strong,R,Action,Nicolai Fuglsig,Chris Hemsworth,6.6
The Spy Who Dumped Me,R,Action,Susanna Fogel,Justin Theroux,6.1
Upgrade,R,Action,Leigh Whannell,Logan Marshall-Green,7.5
Mary Queen of Scots,R,Biography,Josie Rourke,Saoirse Ronan,6.3
Ralph Breaks the Internet,PG,Animation,Phil Johnston,John C. Reilly,7.0
Overlord,R,Action,Julius Avery,Jovan Adepo,6.6
Tomb Raider,PG-13,Action,Roar Uthaug,Alicia Vikander,6.3
The Girl in the Spider's Web,R,Action,Fede Alvarez,Claire Foy,6.1
Mortal Engines,PG-13,Action,Christian Rivers,Hera Hilmar,6.1
Maze Runner: The Death Cure,PG-13,Action,Wes Ball,Dylan O'Brien,6.3
First Man,PG-13,Biography,Damien Chazelle,Ryan Gosling,7.3
Creed II,PG-13,Drama,Steven Caple Jr.,Michael B. Jordan,7.1
Everybody Knows,R,Crime,Asghar Farhadi,Penélope Cruz,6.9
Mid90s,R,Comedy,Jonah Hill,Sunny Suljic,7.4
Replicas,PG-13,Drama,Jeffrey Nachmanoff,Keanu Reeves,5.5
Widows,R,Crime,Steve McQueen,Viola Davis,6.9
Burning,Not Rated,Drama,Chang-dong Lee,Yoo Ah-in,7.5
Searching,PG-13,Drama,Aneesh Chaganty,John Cho,7.6
Life Itself,R,Drama,Dan Fogelman,Oscar Isaac,6.9
Blockers,R,Comedy,Kay Cannon,Leslie Mann,6.2
The Strangers: Prey at Night,R,Horror,Johannes Roberts,Christina Hendricks,5.2
Peppermint,R,Action,Pierre Morel,Jennifer Garner,6.5
High Life,R,Adventure,Claire Denis,Robert Pattinson,5.8
Every Day,PG-13,Drama,Michael Sucsy,Angourie Rice,6.5
Operation Finale,PG-13,Biography,Chris Weitz,Oscar Isaac,6.6
Shoplifters,R,Crime,Hirokazu Koreeda,Lily Franky,7.9
Blindspotting,R,Comedy,Carlos López Estrada,Daveed Diggs,7.4
The Sisters Brothers,R,Crime,Jacques Audiard,John C. Reilly,7.0
The Nightingale,R,Adventure,Jennifer Kent,Aisling Franciosi,7.3
Greta,R,Drama,Neil Jordan,Isabelle Huppert,6.0
I Feel Pretty,PG-13,Comedy,Abby Kohn,Amy Schumer,5.5
Hotel Artemis,R,Action,Drew Pearce,Jodie Foster,6.1
Slender Man,PG-13,Horror,Sylvain White,Joey King,3.2
Trial by Fire,R,Biography,Edward Zwick,Jack O'Connell,7.0
American Woman,R,Drama,Jake Scott,Sienna Miller,6.8
Book Club,PG-13,Comedy,Bill Holderman,Diane Keaton,6.1
Slaughterhouse Rulez,R,Action,Crispian Mills,Jassa Ahluwalia,5.3
Sorry to Bother You,R,Comedy,Boots Riley,LaKeith Stanfield,6.9
Pacific Rim: Uprising,PG-13,Action,Steven S. DeKnight,John Boyega,5.6
Holmes & Watson,PG-13,Comedy,Etan Cohen,Will Ferrell,3.8
The Darkest Minds,PG-13,Action,Jennifer Yuh Nelson,Amandla Stenberg,5.7
Cold War,R,Drama,Pawel Pawlikowski,Joanna Kulig,7.6
Truth or Dare,PG-13,Horror,Jeff Wadlow,Lucy Hale,5.2
Alpha,PG-13,Action,Albert Hughes,Kodi Smit-McPhee,6.7
At Eternity's Gate,PG-13,Biography,Julian Schnabel,Willem Dafoe,6.9
Summer of 84,Not Rated,Drama,François Simard,Graham Verchere,6.7
Arctic,PG-13,Adventure,Joe Penna,Mads Mikkelsen,6.8
A Wrinkle in Time,PG,Adventure,Ava DuVernay,Storm Reid,4.2
London Fields,R,Crime,Mathew Cullen,Amber Heard,4.0
Andhadhun,Not Rated,Crime,Sriram Raghavan,Ayushmann Khurrana,8.2
Hotel Mumbai,R,Action,Anthony Maras,Dev Patel,7.6
Life of the Party,PG-13,Comedy,Ben Falcone,Melissa McCarthy,5.6
American Animals,R,Biography,Bart Layton,Spencer Reinhard,7.0
The House with a Clock in Its Walls,PG,Comedy,Eli Roth,Jack Black,6.1
Brian Banks,PG-13,Biography,Tom Shadyac,Aldis Hodge,7.2
Gotti,R,Biography,Kevin Connolly,John Travolta,4.7
Christopher Robin,PG,Adventure,Marc Forster,Ewan McGregor,7.3
Destroyer,R,Action,Karyn Kusama,Nicole Kidman,6.2
We Have Always Lived in the Castle,Not Rated,Drama,Stacie Passon,Taissa Farmiga,5.6
The Miseducation of Cameron Post,Not Rated,Drama,Desiree Akhavan,Chloë Grace Moretz,6.6
Insidious: The Last Key,PG-13,Horror,Adam Robitel,Lin Shaye,5.7
Mary Magdalene,R,Biography,Garth Davis,Rooney Mara,5.9
"Don't Worry, He Won't Get Far on Foot",R,Biography,Gus Van Sant,Joaquin Phoenix,6.9
Can You Ever Forgive Me?,R,Biography,Marielle Heller,Melissa McCarthy,7.1
Unsane,R,Drama,Steven Soderbergh,Claire Foy,6.4
Boy Erased,R,Biography,Joel Edgerton,Lucas Hedges,6.9
Johnny English Strikes Again,PG,Action,David Kerr,Rowan Atkinson,6.2
Skyscraper,PG-13,Action,Rawson Marshall Thurber,Dwayne Johnson,5.8
Wildlife,PG-13,Drama,Paul Dano,Ed Oxenbould,6.8
The Old Man & the Gun,PG-13,Biography,David Lowery,Robert Redford,6.7
Forever My Girl,PG,Comedy,Bethany Ashton Wolf,Alex Roe,6.7
On the Basis of Sex,PG-13,Biography,Mimi Leder,Felicity Jones,7.1
I Want to Eat Your Pancreas,Not Rated,Animation,Shin'ichirô Ushijima,Mahiro Takasugi,8.0
The Man Who Killed Don Quixote,Not Rated,Adventure,Terry Gilliam,José Luis Ferrer,6.4
The Catcher Was a Spy,R,Biography,Ben Lewin,Paul Rudd,6.2
Welcome to Marwen,PG-13,Biography,Robert Zemeckis,Steve Carell,6.2
Bad Samaritan,R,Crime,Dean Devlin,David Tennant,6.5
Border,R,Crime,Ali Abbasi,Eva Melander,7.0
